"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","FYPilot API Tests","0","Faculty","0","1","faculty pending invites — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty patch profile — Not found","0"
"0","FYPilot API Tests","0","Student","1","0","official submission detail — Auth missing","0"
"0","FYPilot API Tests","0","Jury","1","0","jury pairs dropdown — Auth missing","0"
"0","FYPilot API Tests","0","Admin","1","0","admin update cohort cycle — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin toggle student active — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","official submissions list — Wrong role","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignments list — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch proposal config (disabled by backend) — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty jury evaluations by milestone — Not found","0"
"0","FYPilot API Tests","0","Admin","1","0","admin submission details — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete announcement — Wrong role","0"
"0","FYPilot API Tests","0","Jury","0","1","jury assignment status by batch — Happy path","0"
"0","FYPilot API Tests","0","Admin","1","0","admin announcement by id — Auth missing","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty dashboard insights — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty reject request — Wrong role","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty milestone by id — Not found","0"
"0","FYPilot API Tests","0","Faculty","0","1","supervisor my groups — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin assign supervisor — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","announcements admin — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty request details — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin milestone detail — Not found","0"
"0","FYPilot API Tests","0","Admin","0","1","admin delete milestone — Invalid body or query","0"
"0","FYPilot API Tests","0","Faculty","0","1","faculty announcement by id — Not found","0"
"0","FYPilot API Tests","0","Faculty","1","0","faculty pending invites — Auth missing","0"
"0","FYPilot API Tests","0","Admin","1","0","admin list students — Auth missing","0"
"0","FYPilot API Tests","0","Admin","0","1","admin announcement by id — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission list — Wrong role","0"
"0","FYPilot API Tests","0","Student","0","1","announcement templates — Invalid body or query","0"
"0","FYPilot API Tests","0","Student","0","1","official submissions list — Invalid body or query","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission evaluation detail — Wrong role","0"
"0","FYPilot API Tests","0","Admin","0","1","admin patch profile — Happy path","0"
"0","FYPilot API Tests","0","Admin","0","1","admin submission details — Wrong role","0"
